category,state,2001_recession_b,2001_recession_intercept,2008_recession_b,2008_recession_intercept,all_recession_b,all_recession_intercept
MotorVehiclesLicense,WV,0.7691290923125684,-0.004354543982175962,0.31392154980369297,-0.1912006343880084,0.2857374500725714,-0.11587308878370188
MotorVehiclesLicense,WY,-0.146982671266157,0.01185257912903426,-0.015337812723161934,0.05306792014805036,-0.0016212195688297384,0.036237164583754033
OccupationandBusinessLicense,AK,10.612993910997643,-0.15400029271776358,-0.19209307416346677,0.04780004699148632,3.3735478726874226,0.034970703153454866
OccupationandBusinessLicense,AL,0.23188480279451446,-0.0025124926296277985,-0.012378929806598278,0.0011252148374088946,0.005545619394016021,0.0020902792635271524
OccupationandBusinessLicense,AR,1.093976853872793,0.3988461592263495,0.15714097809283448,0.02435306318631498,0.42054517558853466,0.1782136089107222
OccupationandBusinessLicense,AZ,-0.02784915144931039,0.020148271994266442,0.001663082946549154,0.02429909345897686,-0.002609886958877949,0.022388304550363388
OccupationandBusinessLicense,CA,3.2232778349777758,0.048807394039503016,0.1917277350051222,-0.012868099015774754,0.7546312081513908,0.028952317903318918
OccupationandBusinessLicense,CO,-0.8519464028687208,0.24127666768559303,0.5976716464402941,-0.031650652809762786,-0.14654508866632082,0.07423893632968451
OccupationandBusinessLicense,CT,-1.596857335676005,0.5005460402465507,1.4801764890984415,-0.04962644716521128,-0.47629301465674273,0.19722306359651579
OccupationandBusinessLicense,DC,2.3488795205237336,0.08855613002597758,-0.3306558830592143,0.08369699145567536,-0.008359554730399394,0.10244924529447515
OccupationandBusinessLicense,DE,-0.24137661889236384,0.02969101421520834,-0.193629913126084,0.06633970906598308,-0.1784826636352882,0.05053128243925214
OccupationandBusinessLicense,FL,0.25361274313595356,0.007236339944193475,-0.08343639004281414,0.014710155638118859,0.023027335041496955,0.010095502082323408
OccupationandBusinessLicense,GA,0.37152277790046084,0.030735354636539917,-0.8052542936178171,0.038913368417193624,-0.49642014322807043,0.03487936907121603
OccupationandBusinessLicense,HI,-0.8226791405622322,0.002490791303634255,-0.23860515708912872,0.09544922537070749,-0.2786986043943926,0.0630127970982841
OccupationandBusinessLicense,IA,-0.04796161835753575,0.014136865803181738,0.34514050443879307,0.023547690028167062,0.25119454916209627,0.011425572521883727
OccupationandBusinessLicense,ID,-0.28568377294940367,0.004852982797331215,0.037866594483742334,0.016024536428834328,0.03949163633001896,0.008339071188625166
OccupationandBusinessLicense,IL,-0.6233641980764321,0.10427844540282691,-0.5175981680630388,0.015327568863670912,-0.541525379976534,0.049324712714408706
OccupationandBusinessLicense,IN,-0.3909047259181438,0.048655679206948035,-0.13735994963555542,0.011752680726499189,-0.20254026522376162,0.02280363836520374
OccupationandBusinessLicense,KS,-0.2190894916446816,-0.005576083390418665,-1.5926679482747388,0.2610502474372289,-1.62614952828808,0.1971672760626623
OccupationandBusinessLicense,KY,-3.2245736146737274,0.23293853921496027,0.04607710991979497,0.000474341325025087,-0.4276506985072987,0.04485440975496463
OccupationandBusinessLicense,LA,2.017228385214101,0.0202304345264848,-0.5672870379200737,0.048797115908346775,-0.07414250133228112,0.047795597996831383
OccupationandBusinessLicense,MA,-0.08249932335198987,0.08914541468143676,0.5513808223256222,0.04259796836583141,0.2611200341770862,0.05322782853158101
OccupationandBusinessLicense,MD,0.6498860154851347,-0.04504979377396186,-0.1866644500704197,0.026244324795593132,-0.03661579585993401,0.002381359354398697
OccupationandBusinessLicense,ME,-0.022081179661007394,0.06148029237275249,0.10882540991098096,-0.020381349448027917,0.07310814607880103,0.01130141470334839
OccupationandBusinessLicense,MI,3.2504898063437615,0.6578432433424544,0.0675512994022303,0.006722444371872813,1.469402349562137,0.3131781022347344
OccupationandBusinessLicense,MN,-1.5444030769159998,0.16221444276324481,-0.17757340861435775,0.025932030636988904,-0.3765566164390015,0.048709335822299624
OccupationandBusinessLicense,MO,-0.5005220089621789,0.06191693402444759,-0.029712341606393005,-0.022277630247045488,-0.10526020890754327,-0.0007330722394287871
OccupationandBusinessLicense,MS,0.7461390813854311,0.05570757871943348,0.05741208362684009,0.025864311718589016,0.312157765718612,0.03539193250675857
OccupationandBusinessLicense,MT,-27.179586220540894,-1.977907168239853,0.6757623446038676,0.030866685659048106,1.5507513204539645,-0.743225960220792
OccupationandBusinessLicense,NC,-0.7873594480362908,0.10291212226253836,-0.109588376934793,0.029158997425700533,-0.25998164903317333,0.045091363166382493
OccupationandBusinessLicense,ND,-0.1871232859473906,0.04726474737095745,-0.573550285184863,0.044203319530544696,-0.4245844041332856,0.0478357339947601
OccupationandBusinessLicense,NE,-0.2968975040296548,0.03344647100460153,-0.6438179342246027,-0.07175938747815629,-0.4995882787698315,-0.02870628142274955
OccupationandBusinessLicense,NH,-0.020501906909935304,0.043129880426303474,0.020641477193673614,0.09261503093501906,-0.006238322610251088,0.07347784104237574
OccupationandBusinessLicense,NJ,-0.17390915427656745,0.24928957064306062,-0.1396030951912475,0.0013766240418315884,-0.19865465292940707,0.10246625810476201
OccupationandBusinessLicense,NM,-8.088602534707935,0.7389294711615304,-0.258649854657665,0.11533952818388123,-0.8741614564971787,0.3214982038907257
OccupationandBusinessLicense,NV,-0.06672843558248677,0.05065424625971155,1.3597765859466673,-0.044682794964209724,1.0599520012412282,-0.004822580044941252
OccupationandBusinessLicense,NY,0.07515533261785037,0.035225459078450656,0.6579762497388273,-0.0402668984661509,0.40023400851031626,-0.0061971887755486385
OccupationandBusinessLicense,OH,-0.6216081574481247,0.3510266107340136,0.061508307845146756,0.0010986481446272562,-0.04600174718879594,0.12745790149324776
OccupationandBusinessLicense,OK,606.9202693570012,-106.98074932726152,1.1410384528051187,-0.29187764582791953,119.1263875269108,-29.438535922042902
OccupationandBusinessLicense,OR,0.40454533226513095,0.007617909833999837,-0.35550845058907904,0.13125667794393922,-0.23866598957113927,0.09565615338956406
OccupationandBusinessLicense,PA,-1.6126348882044153,0.27373453445165113,-0.18394797332872967,0.0430759959244899,-0.4690498717811968,0.12497380774051979
OccupationandBusinessLicense,RI,0.2468632710735971,0.026905384395927812,-0.3629885515560864,0.06623767377776738,-0.3068595042548221,0.0563187978207641
OccupationandBusinessLicense,SC,-0.8002778920775042,0.09919620687141592,-0.2181016966885622,0.02749822844061256,-0.36067129908152323,0.04562184334983983
OccupationandBusinessLicense,SD,15.188519002213102,0.34773069684195357,0.22166463854196708,0.065811464693824,2.699451816876933,0.3844924615102103
OccupationandBusinessLicense,TN,-2.06715991077187,0.3852481195260775,-0.3175217219847684,0.13852154484175536,-0.7551246478567526,0.21559692905010605
OccupationandBusinessLicense,TX,-0.9023536965271921,0.1229927890494701,-0.35718760318386406,0.00015236614572807818,-0.5095064682989194,0.04401673409632299
OccupationandBusinessLicense,US,,,,,,
OccupationandBusinessLicense,UT,,,0.0294618995426581,0.02893267732158597,,
OccupationandBusinessLicense,VA,-0.0253284905428915,0.025796983582421308,-0.03756859648983445,0.027576897818965312,-0.031265486243675304,0.026786517804439604
OccupationandBusinessLicense,VT,-2.953617510352288,0.13834927781486353,0.18631870541995507,0.028292752449219874,-0.3187864907419737,0.013945011427692586
OccupationandBusinessLicense,WA,-0.23952460656948338,0.02047979480733212,0.5319013830187598,0.009536509248527912,0.436969387038123,0.0014760485790403337
OccupationandBusinessLicense,WI,-0.31292591078153414,0.051091687510906036,0.008979496953414786,0.12971124069430556,-0.06650323811346377,0.09289524018969024
OccupationandBusinessLicense,WV,-0.03542736839381843,0.03992306831203158,0.2998137825785019,-0.06443391571398974,0.21633312652024328,-0.02107962924208506
OccupationandBusinessLicense,WY,-0.05320915688581788,0.05809828472375287,-0.041144241542244595,0.03376048164372166,-0.052966679992184615,0.04383865159272711
OtherLicense,AK,,,,,,
OtherLicense,AL,,,,,,
OtherLicense,AR,,,,,,
OtherLicense,AZ,,,,,,
OtherLicense,CA,,,,,,
OtherLicense,CO,,,,,,
OtherLicense,CT,,,,,,
OtherLicense,DC,,,,,,
OtherLicense,DE,,,,,,
OtherLicense,FL,,,,,,
OtherLicense,GA,,,,,,
OtherLicense,HI,,,,,,
OtherLicense,IA,,,,,,
OtherLicense,ID,,,,,,
OtherLicense,IL,,,,,,
OtherLicense,IN,,,,,,
OtherLicense,KS,,,,,,
OtherLicense,KY,,,,,,
OtherLicense,LA,,,,,,
OtherLicense,MA,,,,,,
OtherLicense,MD,,,,,,
OtherLicense,ME,,,,,,
OtherLicense,MI,,,,,,
OtherLicense,MN,,,,,,
OtherLicense,MO,,,,,,
OtherLicense,MS,,,,,,
OtherLicense,MT,,,,,,
OtherLicense,NC,,,,,,
OtherLicense,ND,,,,,,
OtherLicense,NE,,,,,,
OtherLicense,NH,,,,,,
OtherLicense,NJ,,,,,,
OtherLicense,NM,,,,,,
OtherLicense,NV,,,,,,
OtherLicense,NY,,,,,,
OtherLicense,OH,,,,,,
OtherLicense,OK,,,,,,
OtherLicense,OR,,,,,,
OtherLicense,PA,,,,,,
OtherLicense,RI,,,,,,
OtherLicense,SC,,,,,,
OtherLicense,SD,,,,,,
OtherLicense,TN,,,,,,
OtherLicense,TX,,,,,,
OtherLicense,US,,,,,,
OtherLicense,UT,,,,,,
OtherLicense,VA,,,,,,
OtherLicense,VT,,,,,,
OtherLicense,WA,,,,,,
OtherLicense,WI,,,,,,
OtherLicense,WV,,,,,,
OtherLicense,WY,,,,,,
OtherSelectiveSalesandGrossReceipts,AK,,,,,,
OtherSelectiveSalesandGrossReceipts,AL,,,,,,
OtherSelectiveSalesandGrossReceipts,AR,,,,,,
OtherSelectiveSalesandGrossReceipts,AZ,,,,,,
OtherSelectiveSalesandGrossReceipts,CA,,,,,,
OtherSelectiveSalesandGrossReceipts,CO,,,,,,
OtherSelectiveSalesandGrossReceipts,CT,,,,,,
OtherSelectiveSalesandGrossReceipts,DC,,,,,,
OtherSelectiveSalesandGrossReceipts,DE,,,,,,
OtherSelectiveSalesandGrossReceipts,FL,,,,,,
OtherSelectiveSalesandGrossReceipts,GA,,,,,,
OtherSelectiveSalesandGrossReceipts,HI,,,,,,
OtherSelectiveSalesandGrossReceipts,IA,,,,,,
OtherSelectiveSalesandGrossReceipts,ID,,,,,,
OtherSelectiveSalesandGrossReceipts,IL,,,,,,
OtherSelectiveSalesandGrossReceipts,IN,,,,,,
OtherSelectiveSalesandGrossReceipts,KS,,,,,,
OtherSelectiveSalesandGrossReceipts,KY,,,,,,
OtherSelectiveSalesandGrossReceipts,LA,,,,,,
OtherSelectiveSalesandGrossReceipts,MA,,,,,,
OtherSelectiveSalesandGrossReceipts,MD,,,,,,
OtherSelectiveSalesandGrossReceipts,ME,,,,,,
OtherSelectiveSalesandGrossReceipts,MI,,,,,,
OtherSelectiveSalesandGrossReceipts,MN,,,,,,
OtherSelectiveSalesandGrossReceipts,MO,,,,,,
OtherSelectiveSalesandGrossReceipts,MS,,,,,,
OtherSelectiveSalesandGrossReceipts,MT,,,,,,
OtherSelectiveSalesandGrossReceipts,NC,,,,,,
OtherSelectiveSalesandGrossReceipts,ND,,,,,,
OtherSelectiveSalesandGrossReceipts,NE,,,,,,
OtherSelectiveSalesandGrossReceipts,NH,,,,,,
OtherSelectiveSalesandGrossReceipts,NJ,,,,,,
OtherSelectiveSalesandGrossReceipts,NM,,,,,,
OtherSelectiveSalesandGrossReceipts,NV,,,,,,
OtherSelectiveSalesandGrossReceipts,NY,,,,,,
OtherSelectiveSalesandGrossReceipts,OH,,,,,,
OtherSelectiveSalesandGrossReceipts,OK,,,,,,
OtherSelectiveSalesandGrossReceipts,OR,,,,,,
OtherSelectiveSalesandGrossReceipts,PA,,,,,,
OtherSelectiveSalesandGrossReceipts,RI,,,,,,
OtherSelectiveSalesandGrossReceipts,SC,,,,,,
OtherSelectiveSalesandGrossReceipts,SD,,,,,,
OtherSelectiveSalesandGrossReceipts,TN,,,,,,
OtherSelectiveSalesandGrossReceipts,TX,,,,,,
OtherSelectiveSalesandGrossReceipts,US,,,,,,
OtherSelectiveSalesandGrossReceipts,UT,,,,,,
OtherSelectiveSalesandGrossReceipts,VA,,,,,,
OtherSelectiveSalesandGrossReceipts,VT,,,,,,
OtherSelectiveSalesandGrossReceipts,WA,,,,,,
OtherSelectiveSalesandGrossReceipts,WI,,,,,,
OtherSelectiveSalesandGrossReceipts,WV,,,,,,
OtherSelectiveSalesandGrossReceipts,WY,,,,,,
Property,AK,,,,,,
Property,AL,,,,,,
Property,AR,,,,,,
Property,AZ,,,,,,
Property,CA,,,,,,
Property,CO,,,,,,
Property,CT,,,,,,
Property,DC,,,,,,
Property,DE,,,,,,
Property,FL,,,,,,
Property,GA,,,,,,
Property,HI,,,,,,
Property,IA,,,,,,
Property,ID,,,,,,
Property,IL,,,,,,
Property,IN,,,,,,
Property,KS,,,,,,
Property,KY,,,,,,
Property,LA,,,,,,
Property,MA,,,,,,
Property,MD,,,,,,
Property,ME,,,,,,
Property,MI,,,,,,
Property,MN,,,,,,
Property,MO,,,,,,
Property,MS,,,,,,
Property,MT,,,,,,
Property,NC,,,,,,
Property,ND,,,,,,
Property,NE,,,,,,
Property,NH,,,,,,
Property,NJ,,,,,,
Property,NM,,,,,,
Property,NV,,,,,,
Property,NY,,,,,,
Property,OH,,,,,,
Property,OK,,,,,,
Property,OR,,,,,,
Property,PA,,,,,,
Property,RI,,,,,,
Property,SC,,,,,,
Property,SD,,,,,,
Property,TN,,,,,,
Property,TX,,,,,,
Property,US,,,,,,
Property,UT,,,,,,
Property,VA,,,,,,
Property,VT,,,,,,
Property,WA,,,,,,
Property,WI,,,,,,
Property,WV,,,,,,
Property,WY,,,,,,
PublicUtilitiesSales,AK,,,,,,
PublicUtilitiesSales,AL,,,,,,
PublicUtilitiesSales,AR,,,,,,
PublicUtilitiesSales,AZ,,,,,,
PublicUtilitiesSales,CA,,,,,,
PublicUtilitiesSales,CO,,,,,,
PublicUtilitiesSales,CT,,,,,,
PublicUtilitiesSales,DC,,,,,,
PublicUtilitiesSales,DE,,,,,,
PublicUtilitiesSales,FL,,,,,,
PublicUtilitiesSales,GA,,,,,,
PublicUtilitiesSales,HI,,,,,,
PublicUtilitiesSales,IA,,,,,,
PublicUtilitiesSales,ID,,,,,,
PublicUtilitiesSales,IL,,,,,,
PublicUtilitiesSales,IN,,,,,,
PublicUtilitiesSales,KS,,,,,,
PublicUtilitiesSales,KY,,,,,,
PublicUtilitiesSales,LA,,,,,,
PublicUtilitiesSales,MA,,,,,,
PublicUtilitiesSales,MD,,,,,,
PublicUtilitiesSales,ME,,,,,,
PublicUtilitiesSales,MI,,,,,,
PublicUtilitiesSales,MN,,,,,,
PublicUtilitiesSales,MO,,,,,,
PublicUtilitiesSales,MS,,,,,,
PublicUtilitiesSales,MT,,,,,,
PublicUtilitiesSales,NC,,,,,,
PublicUtilitiesSales,ND,,,,,,
PublicUtilitiesSales,NE,,,,,,
PublicUtilitiesSales,NH,,,,,,
PublicUtilitiesSales,NJ,,,,,,
PublicUtilitiesSales,NM,,,,,,
PublicUtilitiesSales,NV,,,,,,
PublicUtilitiesSales,NY,,,,,,
PublicUtilitiesSales,OH,,,,,,
PublicUtilitiesSales,OK,,,,,,
PublicUtilitiesSales,OR,,,,,,
PublicUtilitiesSales,PA,,,,,,
PublicUtilitiesSales,RI,,,,,,
PublicUtilitiesSales,SC,,,,,,
PublicUtilitiesSales,SD,,,,,,
PublicUtilitiesSales,TN,,,,,,
PublicUtilitiesSales,TX,,,,,,
PublicUtilitiesSales,US,,,,,,
PublicUtilitiesSales,UT,,,,,,
PublicUtilitiesSales,VA,,,,,,
PublicUtilitiesSales,VT,,,,,,
PublicUtilitiesSales,WA,,,,,,
PublicUtilitiesSales,WI,,,,,,
PublicUtilitiesSales,WV,,,,,,
PublicUtilitiesSales,WY,,,,,,
Severance,AK,-2.0603764854496127,0.11478386183509925,-0.4915535662463008,0.5526812299291513,-2.355214669908432,0.3938250314404615
Severance,AL,-2.0077787003827368,0.18698779790130693,-0.37382431207103517,0.03929053815657256,-0.5383586116919133,0.08435595151523827
Severance,AR,-1.0761612277786587,0.08910916160652826,-0.1937011913795404,0.1283806060174933,-0.37071647261592605,0.10431204276770417
Severance,AZ,-13.44830601126078,2.4328083207085083,-0.4685378794362442,0.15796425016232143,-3.643505340244099,1.0200976717778798
Severance,CA,0.3029117734633539,-0.019724813407401127,1.3807333872581857,0.004531707061981985,1.1821240134371553,-0.011350301282296651
Severance,CO,-0.14971531996282444,0.10985017076531971,1.0582567663087386,0.1879958564777309,0.2693613140239784,0.16976278111235443
Severance,CT,,,,,,
Severance,DC,,,,,,
Severance,DE,,,,,,
Severance,FL,-0.3023424298593137,-0.009178325151427916,0.5385463015164578,-0.03524548750597288,0.2693134469512372,-0.020518292586525284
Severance,GA,,,,,,
Severance,HI,,,,,,
Severance,IA,,,,,,
Severance,ID,5.720445532554865,-0.14228859749689812,0.6800455700500575,0.26279118366663906,0.8946356582394178,0.13794948434768287
Severance,IL,,,,,,
Severance,IN,,,,,,
Severance,KS,-2.668413661792778,0.3075858118563689,-1.3720270480966719,0.08805490754581333,-1.3760974898198237,0.13736303106972034
Severance,KY,0.4673539726021061,-0.01984914889135635,0.10694927990679254,0.017893990537912956,0.15682883931874667,0.008324162208866686
Severance,LA,0.2579733975108351,0.038388005005015664,-0.49351112180661466,0.04208185643866437,-0.35311607159649977,0.04373588240001442
Severance,MA,,,,,,
Severance,MD,,,,,,
Severance,ME,,,,,,
Severance,MI,-0.7043127149650095,0.22480981101256686,-0.8413043944852017,0.07353500137081331,-0.681325741468503,0.1288516877625081
Severance,MN,-35.76236627642896,1.582927999207534,3.382348824651561,-0.3336593676248163,-4.113481432544659,-0.37294096504978147
Severance,MO,,,,,,
Severance,MS,-0.7986123753288569,0.16225541190242213,-0.9168585391459425,0.0950671132702675,-0.8962800459973945,0.12187554784963102
Severance,MT,-2.152594631672773,0.1488079313361082,1.1675704440957644,0.060336262501326066,0.8288260088601115,0.11301949486810396
Severance,NC,-2.5219242757184963,0.2779046641626185,2.54328038230542,-1.0134900080509135,1.589227215676167,-0.6158043823948494
Severance,ND,-0.7308765643654159,0.04844677250003539,-1.4074661131631576,0.1995929322643863,-1.2523937772722762,0.14526263671812387
Severance,NE,,,,,,
Severance,NH,,,,,,
Severance,NJ,,,,,,
Severance,NM,-2.0327411071522605,0.15979507200603835,0.34258666279239525,0.04457199979628712,0.1975422943844351,0.07609581384446922
Severance,NV,-5.846202629640817,0.8415091986076382,1.3796050614792457,0.27474923531762874,-0.21271320093276527,0.5152954201949284
Severance,NY,,,,,,
Severance,OH,0.12089319044548008,-0.0241125213229995,0.32121916779651627,0.020554873595350038,0.23816826216588613,0.0017886969302839933
Severance,OK,-1.53957658370905,0.26939083785996765,-0.8310692867416589,0.04656850694834182,-0.9196948220249742,0.11680630461222007
Severance,OR,0.26076988729076717,-0.13484590392491141,0.12710145314878282,0.05580370571062506,0.13425320917986766,-0.016283439457561475
Severance,PA,,,,,,
Severance,RI,,,,,,
Severance,SC,,,,,,
Severance,SD,-0.7778665459168912,0.12793867891530766,-0.7460476852058066,0.22219867446701314,-0.7751666959976516,0.18556306533843903
Severance,TN,,,,,,
Severance,TX,-1.8855631131285284,0.22448180141667617,-1.499301280599738,0.14986209504007472,-1.6099226227486552,0.17616173642688784
Severance,US,,,,,,
Severance,UT,-2.2333877233610586,0.3860456286807554,-0.5273462529500118,0.3154456915365534,-0.6770762371013717,0.30235124374257333
Severance,VA,-8.210451517468872,2.0283206181947167,6.534383893309849,-2.214964521295683,-0.9581808926626737,-0.44136390198625436
Severance,VT,,,,,,
Severance,WA,-0.10272550788250792,-0.06448050055542356,-0.8971132471392159,0.04208442591246172,-0.807348374165254,0.013203359175868186
Severance,WI,8.173451294670452,-0.11976363313783711,1.2200073632984536,0.23941740137436393,1.996930928310446,0.2736410849844066
Severance,WV,0.77750842202787,0.046077248762715496,-0.4294294490707479,0.10520819651811734,-0.26526281964417564,0.07843018772710109
Severance,WY,1.3584585855985423,0.34351718760572286,0.11048676845266993,0.04036027434292446,0.021188812423327392,0.16372326942935894
TobaccoProductsSales,AK,-0.8101802535497089,0.02190837205941145,-0.9364670016889409,0.015589821742178791,-0.8697947449459715,0.018424866767998604
TobaccoProductsSales,AL,-0.10120367620150887,-0.004721348872167344,0.0356240165691345,-0.01828311606395835,0.021414059773853033,-0.014010852430131724
TobaccoProductsSales,AR,0.24218063787223568,0.04934496735893012,0.3392058563494816,0.0378767327752514,0.3233236584548209,0.041316615559375144
TobaccoProductsSales,AZ,-0.5440487161213705,0.09497076232689944,-0.11544956927617724,0.005909761624248146,-0.22469498684727754,0.0401676780093616
TobaccoProductsSales,CA,-4.069431064870335,0.41101970311692393,-0.02633549682197046,-0.002172651122262507,-1.100963038255229,0.15765602884064034
TobaccoProductsSales,CO,-0.046426290819940985,-0.00026581284556810147,-0.03503101610976602,-0.009305945143027489,-0.03707403305621106,-0.006071266534665193
TobaccoProductsSales,CT,0.34642614224466306,0.12031993230292123,0.13639615565890625,0.040551066993546006,0.34366331624891017,0.06413218078203634
TobaccoProductsSales,DC,0.1120355424219076,0.032725686394620916,0.8057328875958827,0.027314340111089318,0.7188330870049219,0.025222468214641178
TobaccoProductsSales,DE,-1.1627081723616344,0.16635297833155446,-0.0025367812963525828,0.0347329529745351,-0.265441372714676,0.09008366589161966
TobaccoProductsSales,FL,-0.05094945692347071,0.016819712262143245,-0.013433209421771704,-0.008638547084880236,-0.037300495962246716,0.0025415599982568913
TobaccoProductsSales,GA,-0.6326967164658676,0.17772797911889393,-0.00611205241301379,-0.007262677786092545,-0.26302671175358744,0.07142752897618225
TobaccoProductsSales,HI,0.31702142773528086,0.09591277968825287,-0.14772937766686198,0.05309184812709472,-0.08598030054480732,0.06505488116631873
TobaccoProductsSales,IA,-0.0124915924997849,-0.005118830376857996,-0.36683285467823135,0.11257688043672995,-0.41574429659018747,0.0811084648596529
TobaccoProductsSales,ID,-1.4791887892690159,0.11584916352269856,-0.029165468372709513,-0.008915993085785754,-0.0943088844501903,0.030474874157480323
TobaccoProductsSales,IL,-1.018180806085618,0.142744307926777,-0.2001304866872887,0.02372401618012899,-0.32853347457765497,0.05812022573666625
TobaccoProductsSales,IN,-1.4427988908709366,0.3260565206954276,-0.08060191831290336,0.040881084484277366,-0.4159016132601936,0.13356923629646586
TobaccoProductsSales,KS,-4.2267430129057795,0.48428163657069834,-0.1785886545814593,-0.006191627198415492,-0.407958596455086,0.08105944495179285
TobaccoProductsSales,KY,0.4768931088549668,-0.05542857052681584,0.4270805245591923,0.03691375131917847,0.41729091364339366,0.0019722005222086135
TobaccoProductsSales,LA,-1.8060946438509968,0.17205947133496358,-0.19976101416088113,0.026034382058779296,-0.5895177284481512,0.08075447158519523
TobaccoProductsSales,MA,-0.017803624734879665,0.07296441414349066,0.4354149217282318,0.012578469548395218,0.25446610133754455,0.029317674625443053
TobaccoProductsSales,MD,-0.6012614529212275,0.05937210754303863,0.0757648477543643,0.03808169165560956,-0.03242608891880267,0.042335460012500006
TobaccoProductsSales,ME,-0.06404277753798891,0.043190138161224925,-0.10180547449579909,-0.00760717925430795,-0.0977977512651818,0.012919411306158823
TobaccoProductsSales,MI,-0.6357284314917366,0.13511557402979124,0.0034724679327925645,-0.02182199583909764,-0.045456835056399,0.014969499882242172
TobaccoProductsSales,MN,-0.4891021885451697,0.04430077615385669,-0.01579108471395932,-0.004605603947603139,-0.08314510508152935,0.0038785587188703637
TobaccoProductsSales,MO,-0.1342654735507404,0.0074742566091847845,0.020842121774517983,-0.0036247356509569897,-0.018144493563734387,-0.002295959659354611
TobaccoProductsSales,MS,0.051991188808251806,-0.0035955610717689035,1.4980253488731654,0.07416813907503503,0.9688039723045972,0.04803756347017352
TobaccoProductsSales,MT,9.079132803496034,0.2698440434716727,0.13084938197785084,-0.010605605935112134,0.3427244935978026,0.07678242968679796
TobaccoProductsSales,NC,-0.12031752701880084,0.004822172262686298,-0.048861761756401875,0.023033728965756593,-0.07068162354929583,0.014931816204145604
TobaccoProductsSales,ND,0.08732775643077365,-0.020543672759981542,-0.178391495069829,0.01524927273140629,-0.10156529355155564,0.003050869199944675
TobaccoProductsSales,NE,-0.4079432167958312,0.0824727751676508,-0.36682001311692775,0.026517558149087656,-0.330725004354037,0.04655915147201643
TobaccoProductsSales,NH,-0.4931849536136122,0.09324927405753822,0.19960819021387707,0.037028238610914935,-0.014334916576300453,0.052470937753810475
TobaccoProductsSales,NJ,-0.2817918477005051,0.1087267888579278,-0.10083326456022887,0.005451750875744275,-0.17484648676354025,0.04702786977638689
TobaccoProductsSales,NM,3.2678224791495625,0.12957302707952015,-0.2596060457313371,0.089137245999586,-0.16343972155371356,0.13105120287403285
TobaccoProductsSales,NV,0.17198481241272834,0.11401546858710476,-0.08809524728722008,-0.014070091665414983,-0.16111207963639718,0.0457024436920771
TobaccoProductsSales,NY,-0.5299859426446267,0.0860589122655183,0.2991674340368503,0.029050404742888936,-0.04852451159837612,0.05653703921242664
TobaccoProductsSales,OH,-0.5131037098258171,0.16423205940184704,0.017573373301894013,-0.016628498025856593,-0.09777217220802804,0.04705163013823009
TobaccoProductsSales,OK,-0.10921813167487271,0.0006367788857131029,-0.008580921372707046,0.02392713934393647,-0.048834111656234316,0.013646930248656566
TobaccoProductsSales,OR,0.009146139845631668,0.06615998040621075,-0.049018459416204176,-0.0014083686961025902,-0.033967116098609335,0.02588751224648796
TobaccoProductsSales,PA,-1.0171911049480102,0.2461559185921665,-0.1149292396145871,0.014641041932272824,-0.32403940357016003,0.10170305029679395
TobaccoProductsSales,RI,0.26550703552550636,0.07939573175374236,0.17034691865786747,-0.006677920183250735,0.09081781918166835,0.03346742158512843
TobaccoProductsSales,SC,-0.0916376515386894,0.008714535337896965,1.072986889356622,-0.7300717911570148,1.031521972601082,-0.4730381422582891
TobaccoProductsSales,SD,0.45243505258224453,0.04457603682184112,-0.5925209084473106,0.12481896718889585,-0.44497359779252493,0.10870515560758875
TobaccoProductsSales,TN,-0.15218571705175085,0.06516766321270816,0.3258456020202438,0.07135034893381556,0.19521741091837877,0.06399000218107018
TobaccoProductsSales,TX,0.18367116245563608,-0.01313141745429552,-0.9635406340519529,0.16618754310479472,-0.6257905913475076,0.10436137349495334
TobaccoProductsSales,US,,,,,,
TobaccoProductsSales,UT,-0.006696622742869054,0.0256593827236272,-0.276575762284708,0.10710934916050767,-0.25105205940469244,0.08128826694086277
TobaccoProductsSales,VA,0.003294543537018489,-0.0013225122929931114,-0.09556605050769153,0.02690446227420892,-0.04531952204276955,0.015100256549901698
TobaccoProductsSales,VT,-2.3121378528295478,0.5992974303196426,-0.05464278888706491,0.026430815800342424,0.02472243283325414,0.19214880099093212
TobaccoProductsSales,WA,0.7423219389481518,-0.004542933902295522,-0.11735375205481713,0.012262788369214746,-0.01194841467017116,0.01944646190711729
TobaccoProductsSales,WI,0.4308034105168869,0.0023476656931556567,-0.28078952021820824,0.09574849867883586,-0.22478142371650695,0.07829871479493129
TobaccoProductsSales,WV,-1.1566997569159123,0.2375826723973551,-0.04381167374123544,0.002247421875534478,-0.2730796736602747,0.10079202983336658
TobaccoProductsSales,WY,-8.945242309056804,3.991189604590551,-0.10968070119851452,0.021241101551328564,-2.322835722978109,1.675850158589999
Total,AK,-0.5834474444912702,0.01463501876251367,-1.729912844150483,0.27391157209852274,-2.0368507628683536,0.19072332720304386
Total,AL,-0.08080609963260164,0.011036251420212256,-0.08631644341255586,0.008773839356733629,-0.08676028839172757,0.009774746906060864
Total,AR,0.0656483186524794,0.00990591702928318,-0.09129594493229988,0.016987576025834922,-0.0630042910770859,0.015845097351974986
Total,AZ,-0.03300681648884007,0.021010043740608452,-0.1858202630076127,0.011667134028832784,-0.15985575289021065,0.01651642287457106
