Level: State and Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
New York,1998,"$78,484,686 ","$24,444,988 ","$54,039,698 ","$20,652,987 ","$14,659,020 ","$5,993,967 ","$203,643 ",$949 ,"$680,998 ","$494,577 ","$38,364 ","$2,132,224 ","$705,829 ","$1,737,383 ","$1,090,324 ","$30,533 ","$56,379 ","$831,489 ","$737,689 ","$93,800 ","$171,923 ","$29,743,334 ","$23,514,417 ","$6,228,917 ","$1,022,208 ","$1,530,845 "
New York,1999,"$82,153,897 ","$24,758,694 ","$57,395,203 ","$21,274,080 ","$15,257,206 ","$6,016,874 ","$202,937 ",$694 ,"$716,580 ","$505,232 ","$36,921 ","$2,093,273 ","$696,193 ","$1,765,044 ","$1,043,061 ","$29,092 ","$73,124 ","$787,011 ","$702,411 ","$84,600 ","$153,834 ","$31,872,266 ","$26,045,074 ","$5,827,192 ","$1,071,464 ","$2,134,332 "
New York,2000,"$86,868,188 ","$25,201,914 ","$61,666,274 ","$22,465,377 ","$16,473,484 ","$5,991,893 ","$204,141 ","$1,537 ","$659,046 ","$521,670 ","$36,369 ","$2,121,729 ","$699,368 ","$1,748,033 ","$1,121,182 ","$22,951 ","$66,534 ","$860,977 ","$783,577 ","$77,400 ","$170,720 ","$34,686,765 ","$28,639,541 ","$6,047,224 ","$1,054,669 ","$2,338,281 "
New York,2002,"$88,878,112 ","$26,825,697 ","$62,052,415 ","$22,490,606 ","$16,630,208 ","$5,860,398 ","$200,346 ",$673 ,"$585,444 ","$492,185 ","$38,034 ","$1,769,936 ","$1,038,390 ","$1,735,390 ","$1,186,600 ","$31,985 ","$66,287 ","$913,737 ","$807,568 ","$106,169 ","$174,591 ","$35,283,193 ","$30,207,782 ","$5,075,411 ","$767,689 ","$2,324,327 "
New York,2004,"$101,426,262 ","$32,333,564 ","$69,092,698 ","$27,397,195 ","$19,370,404 ","$8,026,791 ","$213,310 ",$570 ,"$833,073 ","$518,557 ","$36,067 ","$1,452,013 ","$1,148,404 ","$3,824,797 ","$1,347,851 ","$46,000 ","$57,682 ","$1,061,771 ","$834,347 ","$227,424 ","$182,398 ","$36,107,897 ","$30,744,990 ","$5,362,907 ","$736,004 ","$3,503,751 "
New York,2005,"$111,883,516 ","$34,149,967 ","$77,733,549 ","$29,145,258 ","$21,100,839 ","$8,044,419 ","$206,672 ","$2,962 ","$987,438 ","$532,687 ","$61,453 ","$1,443,827 ","$1,102,484 ","$3,706,896 ","$2,350,740 ","$46,991 ","$68,772 ","$1,011,499 ","$855,761 ","$155,738 ","$1,223,478 ","$41,837,804 ","$34,843,704 ","$6,994,100 ","$898,483 ","$3,501,264 "
New York,2006,"$123,106,680 ","$36,441,335 ","$86,665,345 ","$31,601,084 ","$21,801,869 ","$9,799,215 ","$213,940 ","$3,048 ","$1,010,896 ","$533,618 ","$59,198 ","$1,509,614 ","$1,094,616 ","$5,374,285 ","$2,448,736 ","$47,213 ","$68,475 ","$1,052,777 ","$887,148 ","$165,629 ","$1,280,271 ","$47,658,166 ","$38,611,920 ","$9,046,246 ","$856,834 ","$4,100,525 "
New York,2007,"$134,023,778 ","$38,065,166 ","$95,958,612 ","$32,517,771 ","$21,990,598 ","$10,527,173 ","$216,785 ","$3,329 ","$1,172,298 ","$516,224 ","$57,050 ","$1,492,827 ","$1,105,120 ","$5,963,540 ","$2,539,469 ","$63,359 ","$71,518 ","$1,093,006 ","$935,765 ","$157,241 ","$1,311,586 ","$55,073,801 ","$42,663,475 ","$12,410,326 ","$1,053,384 ","$4,774,187 "
New York,2008,"$138,160,817 ","$39,057,756 ","$99,103,061 ","$33,891,072 ","$23,032,679 ","$10,858,393 ","$228,973 ","$3,480 ","$1,137,058 ","$1,683,167 ","$57,806 ","$1,539,691 ","$1,097,281 ","$5,110,937 ","$2,449,749 ","$53,217 ","$70,094 ","$1,017,931 ","$872,847 ","$145,084 ","$1,308,507 ","$57,784,443 ","$46,454,005 ","$11,330,438 ","$1,037,531 ","$3,940,266 "
New York,2009,"$136,588,878 ","$41,946,906 ","$94,641,972 ","$34,049,160 ","$22,898,766 ","$11,150,394 ","$229,956 ","$3,243 ","$1,111,852 ","$1,613,302 ","$40,217 ","$1,617,004 ","$1,434,103 ","$5,100,717 ","$2,232,671 ","$48,805 ","$62,981 ","$991,296 ","$853,057 ","$138,239 ","$1,129,589 ","$54,961,451 ","$44,503,593 ","$10,457,858 ","$1,165,247 ","$2,233,443 "
New York,2010,"$137,337,700 ","$44,668,442 ","$92,669,258 ","$34,962,708 ","$22,452,025 ","$12,510,683 ","$248,303 ","$3,107 ","$1,430,125 ","$1,613,229 ","$33,174 ","$1,858,159 ","$1,445,385 ","$5,879,201 ","$2,459,130 ","$54,132 ","$59,899 ","$1,237,836 ","$1,101,051 ","$136,785 ","$1,107,263 ","$51,567,341 ","$42,493,349 ","$9,073,992 ","$866,377 ","$2,813,702 "
New York,2011,"$145,161,824 ","$45,746,662 ","$99,415,162 ","$36,985,422 ","$24,105,572 ","$12,879,850 ","$253,691 ","$2,547 ","$1,282,080 ","$1,609,423 ","$29,101 ","$1,792,388 ","$1,682,805 ","$6,227,815 ","$2,777,159 ","$53,413 ","$72,992 ","$1,543,419 ","$1,414,735 ","$128,684 ","$1,107,335 ","$54,692,272 ","$44,525,008 ","$10,167,264 ","$1,219,248 ","$3,741,061 "
New York,2012,"$152,261,442 ","$47,579,711 ","$104,681,731 ","$38,071,863 ","$24,934,555 ","$13,137,308 ","$261,666 ",$899 ,"$1,339,033 ","$1,604,727 ","$31,704 ","$1,786,857 ","$1,699,556 ","$6,412,866 ","$2,944,758 ","$64,838 ","$52,469 ","$1,697,233 ","$1,565,104 ","$132,129 ","$1,130,218 ","$58,632,602 ","$48,109,200 ","$10,523,402 ","$1,078,516 ","$3,953,992 "
New York,2013,"$159,292,548 ","$49,068,573 ","$110,223,975 ","$39,000,799 ","$25,688,244 ","$13,312,555 ","$271,341 ","$1,124 ","$1,435,166 ","$1,634,932 ","$28,443 ","$1,850,443 ","$1,604,089 ","$6,487,017 ","$3,000,781 ","$66,997 ","$60,319 ","$1,664,625 ","$1,519,617 ","$145,008 ","$1,208,840 ","$62,850,734 ","$51,220,287 ","$11,630,447 ","$1,014,862 ","$4,356,799 "
New York,2014,"$167,566,880 ","$50,958,708 ","$116,608,172 ","$40,640,557 ","$27,454,581 ","$13,185,976 ","$273,530 ","$1,209 ","$1,345,394 ","$1,630,358 ","$27,123 ","$1,776,407 ","$1,501,307 ","$6,630,648 ","$3,015,313 ","$70,885 ","$63,488 ","$1,638,593 ","$1,493,093 ","$145,500 ","$1,242,347 ","$66,458,107 ","$54,922,606 ","$11,535,501 ","$1,238,320 ","$5,255,875 "
New York,2015,"$172,384,785 ","$52,860,075 ","$119,524,710 ","$41,853,603 ","$28,685,915 ","$13,167,688 ","$275,484 ","$1,269 ","$1,431,361 ","$1,648,106 ","$24,113 ","$1,720,097 ","$1,356,593 ","$6,710,665 ","$2,890,588 ","$67,349 ","$26,511 ","$1,640,901 ","$1,500,501 ","$140,400 ","$1,155,827 ","$67,870,907 ","$55,728,028 ","$12,142,879 ","$1,108,529 ","$5,801,083 "
New York,2016,"$177,788,019 ","$55,152,270 ","$122,635,749 ","$43,367,128 ","$29,765,587 ","$13,601,541 ","$325,280 ","$1,393 ","$1,539,422 ","$1,612,425 ","$24,418 ","$1,722,295 ","$1,291,927 ","$7,084,381 ","$3,031,875 ","$68,210 ","$24,047 ","$1,699,953 ","$1,541,391 ","$158,562 ","$1,239,665 ","$68,870,786 ","$58,256,356 ","$10,614,430 ","$1,364,261 ","$6,001,699 "
New York,2017,"$177,750,542 ","$56,853,460 ","$120,897,082 ","$44,119,127 ","$30,391,564 ","$13,727,563 ","$283,504 ","$3,101 ","$1,381,080 ","$1,647,240 ","$20,541 ","$1,678,906 ","$1,302,911 ","$7,410,280 ","$3,119,684 ","$68,681 ","$26,241 ","$1,720,852 ","$1,582,156 ","$138,696 ","$1,303,910 ","$66,958,425 ","$56,371,968 ","$10,586,457 ","$1,190,881 ","$5,508,965 "
North Carolina,1994,"$14,919,242 ","$3,270,465 ","$11,648,777 ","$5,697,966 ","$3,618,770 ","$2,079,196 ","$163,280 ",$0 ,"$225,408 ","$908,553 ",$0 ,"$282,526 ","$37,925 ","$461,504 ","$662,918 ","$5,758 ","$164,406 ","$376,396 ","$323,569 ","$52,827 ","$116,358 ","$5,025,408 ","$4,288,148 ","$737,260 ","$119,683 ","$142,802 "
North Carolina,1995,"$15,898,644 ","$3,478,503 ","$12,420,141 ","$5,805,941 ","$3,655,240 ","$2,150,701 ","$165,588 ",$0 ,"$226,894 ","$914,233 ",$0 ,"$280,483 ","$44,636 ","$518,867 ","$729,041 ","$5,506 ","$184,382 ","$397,553 ","$338,984 ","$58,569 ","$141,600 ","$5,605,122 ","$4,699,115 ","$906,007 ","$118,457 ","$161,580 "
North Carolina,1996,"$16,486,228 ","$3,457,755 ","$13,028,473 ","$6,115,213 ","$3,854,293 ","$2,260,920 ","$170,716 ",$0 ,"$231,046 ","$951,595 ",$0 ,"$302,530 ","$46,698 ","$558,335 ","$751,939 ","$5,856 ","$198,197 ","$425,511 ","$356,493 ","$69,018 ","$122,375 ","$5,868,286 ","$4,929,008 ","$939,278 ","$123,949 ","$169,086 "
North Carolina,1997,"$17,740,952 ","$3,806,521 ","$13,934,431 ","$6,346,798 ","$3,987,280 ","$2,359,518 ","$177,050 ",$0 ,"$247,233 ","$997,217 ",$0 ,"$315,533 ","$46,677 ","$575,808 ","$796,892 ","$5,863 ","$230,081 ","$436,821 ","$368,123 ","$68,698 ","$124,127 ","$6,440,341 ","$5,458,963 ","$981,378 ","$144,846 ","$205,554 "
North Carolina,1998,"$19,298,158 ","$4,090,074 ","$15,208,084 ","$6,821,139 ","$4,253,120 ","$2,568,019 ","$161,619 ",$0 ,"$283,828 ","$1,114,316 ",$0 ,"$344,918 ","$47,304 ","$616,034 ","$864,431 ","$6,797 ","$227,148 ","$491,673 ","$412,122 ","$79,551 ","$138,813 ","$7,124,468 ","$6,124,709 ","$999,759 ","$164,925 ","$233,121 "
North Carolina,1999,"$20,266,326 ","$4,350,642 ","$15,915,684 ","$7,041,185 ","$4,400,280 ","$2,640,905 ","$197,171 ",$0 ,"$291,202 ","$1,145,969 ",$0 ,"$344,317 ","$44,694 ","$617,552 ","$899,843 ","$8,237 ","$226,999 ","$507,252 ","$425,457 ","$81,795 ","$157,355 ","$7,506,736 ","$6,586,153 ","$920,583 ","$182,851 ","$285,069 "
North Carolina,2000,"$21,440,029 ","$4,607,461 ","$16,832,568 ","$7,201,017 ","$4,519,995 ","$2,681,022 ","$199,655 ","$11,400 ","$279,204 ","$1,066,670 ",$0 ,"$386,551 ","$42,026 ","$695,516 ","$760,148 ","$5,468 ","$158,393 ","$469,220 ","$409,680 ","$59,540 ","$127,067 ","$8,406,832 ","$7,209,670 ","$1,197,162 ","$188,412 ","$276,159 "
North Carolina,2002,"$22,576,419 ","$5,421,740 ","$17,154,679 ","$7,851,733 ","$4,909,217 ","$2,942,516 ","$210,467 ","$11,130 ","$348,113 ","$1,209,386 ",$0 ,"$407,405 ","$41,531 ","$714,484 ","$910,687 ","$6,817 ","$273,669 ","$506,787 ","$437,310 ","$69,477 ","$123,414 ","$7,933,366 ","$7,265,242 ","$668,124 ","$118,141 ","$340,752 "
North Carolina,2004,"$25,012,464 ","$6,093,170 ","$18,919,294 ","$8,951,045 ","$5,879,211 ","$3,071,834 ","$244,580 ","$11,503 ","$432,975 ","$1,272,612 ",$0 ,"$319,730 ","$43,733 ","$746,701 ","$1,044,437 ","$13,796 ","$337,741 ","$542,741 ","$467,370 ","$75,371 ","$150,159 ","$8,348,063 ","$7,510,978 ","$837,085 ","$145,110 ","$430,639 "
North Carolina,2005,"$27,307,150 ","$6,449,622 ","$20,857,528 ","$9,423,309 ","$6,242,129 ","$3,181,180 ","$252,822 ","$11,186 ","$442,228 ","$1,338,403 ",$0 ,"$327,798 ","$42,981 ","$765,762 ","$1,197,205 ","$14,093 ","$388,000 ","$572,488 ","$492,595 ","$79,893 ","$222,624 ","$9,699,538 ","$8,427,553 ","$1,271,985 ","$154,108 ","$383,368 "
North Carolina,2006,"$30,758,541 ","$6,985,360 ","$23,773,181 ","$11,065,500 ","$7,530,060 ","$3,535,440 ","$268,205 ","$11,779 ","$442,301 ","$1,494,367 ",$0 ,"$353,066 ","$171,672 ","$794,050 ","$1,460,550 ","$14,277 ","$357,075 ","$719,280 ","$608,023 ","$111,257 ","$369,918 ","$10,775,300 ","$9,467,278 ","$1,308,022 ","$149,757 ","$322,074 "
North Carolina,2007,"$33,260,068 ","$7,310,769 ","$25,949,299 ","$11,860,037 ","$7,950,119 ","$3,909,918 ","$285,868 ","$17,482 ","$487,119 ","$1,608,984 ",$0 ,"$372,028 ","$241,314 ","$897,123 ","$1,679,578 ","$14,371 ","$399,207 ","$774,368 ","$647,593 ","$126,775 ","$491,632 ","$12,154,495 ","$10,588,951 ","$1,565,544 ","$177,543 ","$77,646 "
North Carolina,2008,"$34,099,842 ","$7,875,030 ","$26,224,812 ","$12,011,813 ","$8,084,508 ","$3,927,305 ","$302,310 ","$14,515 ","$506,003 ","$1,582,400 ",$0 ,"$388,780 ","$248,159 ","$885,138 ","$1,743,321 ","$14,751 ","$456,035 ","$779,029 ","$644,833 ","$134,196 ","$493,506 ","$12,200,339 ","$10,993,927 ","$1,206,412 ","$176,254 ","$93,085 "
North Carolina,2009,"$32,008,695 ","$8,523,875 ","$23,484,820 ","$11,081,550 ","$7,338,976 ","$3,742,574 ","$325,268 ","$14,773 ","$506,452 ","$1,515,944 ",$0 ,"$393,923 ","$243,370 ","$742,844 ","$1,727,056 ","$15,261 ","$534,642 ","$739,038 ","$608,661 ","$130,377 ","$438,115 ","$10,461,798 ","$9,560,353 ","$901,445 ","$116,624 ","$97,792 "
North Carolina,2010,"$32,937,999 ","$8,808,725 ","$24,129,274 ","$11,764,503 ","$7,948,022 ","$3,816,481 ","$351,482 ","$15,707 ","$507,038 ","$1,551,660 ",$0 ,"$398,661 ","$273,946 ","$717,987 ","$1,755,873 ","$15,507 ","$621,546 ","$713,318 ","$586,222 ","$127,096 ","$405,502 ","$10,428,003 ","$9,133,689 ","$1,294,314 ","$83,980 ","$96,915 "
North Carolina,2011,"$34,019,317 ","$8,950,293 ","$25,069,024 ","$12,274,531 ","$8,277,295 ","$3,997,236 ","$366,496 ","$16,772 ","$501,060 ","$1,663,047 ",$0 ,"$400,665 ","$289,504 ","$759,692 ","$1,705,483 ","$16,077 ","$500,226 ","$735,802 ","$607,950 ","$127,852 ","$453,378 ","$10,961,570 ","$9,869,492 ","$1,092,078 ","$26,788 ","$100,652 "
North Carolina,2012,"$34,453,930 ","$8,893,014 ","$25,560,916 ","$12,066,906 ","$7,821,242 ","$4,245,664 ","$377,910 ","$13,975 ","$479,756 ","$1,861,838 ",$0 ,"$383,582 ","$294,754 ","$833,849 ","$1,744,115 ","$16,026 ","$523,265 ","$749,678 ","$626,334 ","$123,344 ","$455,146 ","$11,603,868 ","$10,383,796 ","$1,220,072 ","$58,323 ","$87,704 "
North Carolina,2013,"$35,454,520 ","$8,711,675 ","$26,742,845 ","$12,309,789 ","$7,814,098 ","$4,495,691 ","$388,612 ","$14,760 ","$542,551 ","$1,893,576 ",$0 ,"$446,786 ","$281,097 ","$928,309 ","$1,856,447 ","$15,915 ","$583,877 ","$759,111 ","$646,385 ","$112,726 ","$497,544 ","$12,354,073 ","$11,068,166 ","$1,285,907 ","$112,364 ","$110,172 "
North Carolina,2014,"$36,124,828 ","$9,458,578 ","$26,666,250 ","$12,725,112 ","$8,186,736 ","$4,538,376 ","$401,293 ","$14,187 ","$476,376 ","$1,915,670 ",$0 ,"$455,139 ","$281,773 ","$993,938 ","$2,051,499 ","$15,986 ","$625,656 ","$776,629 ","$665,497 ","$111,132 ","$633,228 ","$11,751,148 ","$10,390,520 ","$1,360,628 ","$19,932 ","$118,559 "
North Carolina,2015,"$38,158,325 ","$9,565,377 ","$28,592,948 ","$13,774,877 ","$9,456,459 ","$4,318,418 ","$422,309 ","$1,879 ","$529,936 ","$1,924,089 ",$0 ,"$54,283 ","$276,458 ","$1,109,464 ","$2,106,353 ","$24,952 ","$631,302 ","$804,322 ","$687,936 ","$116,386 ","$645,777 ","$12,527,873 ","$11,197,650 ","$1,330,223 ","$3,225 ","$180,620 "
North Carolina,2016,"$39,822,081 ","$9,906,032 ","$29,916,049 ","$14,406,211 ","$9,975,846 ","$4,430,365 ","$447,914 ",$46 ,"$503,407 ","$1,936,102 ",$0 ,"$54,772 ","$286,286 ","$1,201,838 ","$2,198,128 ","$25,221 ","$609,823 ","$931,265 ","$796,830 ","$134,435 ","$631,819 ","$13,109,468 ","$12,042,957 ","$1,066,511 ","$4,493 ","$197,749 "
North Carolina,2017,"$40,686,219 ","$10,004,705 ","$30,681,514 ","$15,028,752 ","$10,538,371 ","$4,490,381 ","$469,339 ",$45 ,"$517,095 ","$1,922,400 ",$0 ,$259 ,"$292,138 ","$1,289,105 ","$2,574,676 ","$26,601 ","$826,889 ","$1,052,726 ","$923,640 ","$129,086 ","$668,460 ","$12,843,373 ","$12,086,332 ","$757,041 ",$713 ,"$234,000 "
North Dakota,1994,"$1,295,158 ","$373,277 ","$921,881 ","$527,092 ","$279,527 ","$247,565 ","$5,197 ","$11,354 ","$17,311 ","$83,162 ",$0 ,"$30,084 ","$23,971 ","$76,486 ","$63,632 ",$240 ,$0 ,"$36,588 ","$33,664 ","$2,924 ","$26,804 ","$208,417 ","$136,956 ","$71,461 ","$3,595 ","$119,145 "
North Dakota,1995,"$1,399,576 ","$396,281 ","$1,003,295 ","$585,060 ","$312,886 ","$272,174 ","$5,174 ","$11,012 ","$19,478 ","$90,039 ",$0 ,"$30,607 ","$24,101 ","$91,763 ","$75,965 ",$242 ,$0 ,"$43,307 ","$40,199 ","$3,108 ","$32,416 ","$212,899 ","$143,019 ","$69,880 ","$6,394 ","$122,977 "
North Dakota,1996,"$1,441,147 ","$412,478 ","$1,028,669 ","$597,563 ","$312,341 ","$285,222 ","$5,177 ","$11,745 ","$19,578 ","$95,424 ",$0 ,"$31,554 ","$24,403 ","$97,341 ","$77,715 ",$243 ,$0 ,"$41,272 ","$38,095 ","$3,177 ","$36,200 ","$225,891 ","$151,592 ","$74,299 ","$4,421 ","$123,079 "
North Dakota,1997,"$1,578,870 ","$464,918 ","$1,113,952 ","$650,524 ","$348,066 ","$302,458 ","$5,162 ","$11,100 ","$20,797 ","$104,270 ",$0 ,"$31,725 ","$23,873 ","$105,531 ","$76,787 ",$243 ,$0 ,"$41,618 ","$38,458 ","$3,160 ","$34,926 ","$238,539 ","$163,316 ","$75,223 ","$4,807 ","$143,295 "
North Dakota,1998,"$1,626,474 ","$489,771 ","$1,136,703 ","$660,153 ","$350,916 ","$309,237 ","$5,283 ","$11,656 ","$19,958 ","$105,863 ",$0 ,"$31,815 ","$24,296 ","$110,366 ","$79,755 ",$243 ,$0 ,"$43,061 ","$39,630 ","$3,431 ","$36,451 ","$260,417 ","$177,873 ","$82,544 ","$4,710 ","$131,668 "
North Dakota,1999,"$1,668,354 ","$497,220 ","$1,171,134 ","$693,666 ","$380,252 ","$313,414 ","$5,857 ","$11,146 ","$20,976 ","$104,893 ",$0 ,"$32,151 ","$23,026 ","$115,365 ","$83,620 ",$243 ,$0 ,"$43,141 ","$39,831 ","$3,310 ","$40,236 ","$275,570 ","$181,975 ","$93,595 ","$7,416 ","$110,862 "
North Dakota,2000,"$1,768,115 ","$527,062 ","$1,241,053 ","$714,180 ","$381,401 ","$332,779 ","$5,431 ","$13,177 ","$21,893 ","$110,546 ",$0 ,"$32,809 ","$22,826 ","$126,097 ","$87,180 ",$243 ,$0 ,"$47,244 ","$43,626 ","$3,618 ","$39,693 ","$276,842 ","$198,621 ","$78,221 ","$6,077 ","$156,774 "
North Dakota,2002,"$1,728,755 ","$532,340 ","$1,196,415 ","$688,643 ","$394,508 ","$294,135 ","$5,494 ","$14,054 ","$25,999 ","$110,848 ","$2,531 ","$38,113 ","$21,573 ","$75,523 ","$102,794 ",$252 ,$0 ,"$55,875 ","$52,236 ","$3,639 ","$46,667 ","$249,580 ","$199,590 ","$49,990 ","$5,334 ","$150,064 "
North Dakota,2004,"$1,901,047 ","$584,622 ","$1,316,425 ","$742,116 ","$430,807 ","$311,309 ","$5,910 ","$10,079 ","$30,928 ","$118,744 ","$2,585 ","$40,962 ","$21,167 ","$80,934 ","$118,387 ",$259 ,$0 ,"$58,606 ","$54,717 ","$3,889 ","$59,522 ","$263,789 ","$213,982 ","$49,807 ","$2,883 ","$189,250 "
North Dakota,2005,"$2,121,189 ","$620,114 ","$1,501,075 ","$791,296 ","$478,934 ","$312,362 ","$5,980 ","$9,685 ","$30,671 ","$121,674 ",$473 ,"$40,716 ","$21,068 ","$82,095 ","$120,076 ","$1,311 ",$0 ,"$55,300 ","$50,976 ","$4,324 ","$63,465 ","$317,846 ","$242,008 ","$75,838 ","$2,051 ","$269,806 "
North Dakota,2006,"$2,367,568 ","$634,291 ","$1,733,277 ","$835,820 ","$510,326 ","$325,494 ","$6,341 ","$9,498 ","$29,125 ","$133,607 ",$636 ,"$42,478 ","$23,490 ","$80,319 ","$148,510 ","$1,351 ",$0 ,"$73,711 ","$69,541 ","$4,170 ","$73,448 ","$395,743 ","$275,630 ","$120,113 ","$1,147 ","$352,057 "
North Dakota,2007,"$2,592,610 ","$693,090 ","$1,899,520 ","$909,685 ","$570,776 ","$338,909 ","$6,447 ","$8,927 ","$30,168 ","$138,813 ",$255 ,"$43,826 ","$24,236 ","$86,237 ","$139,382 ","$1,527 ",$0 ,"$61,774 ","$57,766 ","$4,008 ","$76,081 ","$453,318 ","$316,894 ","$136,424 ",$527 ,"$396,608 "
North Dakota,2008,"$3,165,353 ","$732,211 ","$2,433,142 ","$980,872 ","$622,555 ","$358,317 ","$6,916 ","$9,196 ","$37,426 ","$143,389 ",$548 ,"$42,533 ","$24,127 ","$94,182 ","$177,659 ","$1,464 ",$0 ,"$92,876 ","$88,789 ","$4,087 ","$83,319 ","$479,174 ","$317,249 ","$161,925 ",$234 ,"$795,203 "
North Dakota,2009,"$3,323,274 ","$779,413 ","$2,543,861 ","$1,061,126 ","$705,794 ","$355,332 ","$7,161 ","$10,352 ","$34,583 ","$143,796 ",$304 ,"$46,870 ","$24,114 ","$88,152 ","$152,333 ","$1,252 ",$0 ,"$83,108 ","$78,992 ","$4,116 ","$67,973 ","$499,707 ","$370,165 ","$129,542 ",$311 ,"$830,384 "
North Dakota,2010,"$3,552,714 ","$762,308 ","$2,790,406 ","$1,077,780 ","$715,045 ","$362,735 ","$7,368 ","$8,388 ","$35,894 ","$151,050 ",$291 ,"$43,476 ","$23,878 ","$92,390 ","$176,384 ","$1,405 ",$0 ,"$91,465 ","$87,425 ","$4,040 ","$83,514 ","$392,111 ","$303,764 ","$88,347 ",$15 ,"$1,144,116 "
North Dakota,2011,"$4,749,685 ","$770,346 ","$3,979,339 ","$1,313,958 ","$902,670 ","$411,288 ","$7,796 ","$8,184 ","$36,686 ","$170,853 ",$661 ,"$47,391 ","$25,302 ","$114,415 ","$186,475 ","$1,367 ",$0 ,"$97,108 ","$93,014 ","$4,094 ","$88,000 ","$593,756 ","$433,116 ","$160,640 ",$0 ,"$1,885,150 "
North Dakota,2012,"$5,136,457 ","$785,898 ","$4,350,559 ","$1,774,401 ","$1,281,971 ","$492,430 ","$8,463 ","$6,028 ","$42,819 ","$204,573 ",$581 ,"$49,912 ","$28,240 ","$151,814 ","$205,321 ","$1,573 ",$0 ,"$111,215 ","$106,144 ","$5,071 ","$92,533 ","$648,149 ","$432,527 ","$215,622 ",$1 ,"$1,722,687 "
North Dakota,2013,"$6,372,923 ","$821,704 ","$5,551,219 ","$1,982,526 ","$1,464,579 ","$517,947 ","$9,154 ","$5,522 ","$47,867 ","$211,700 ",$742 ,"$48,984 ","$28,743 ","$165,235 ","$234,061 ","$1,743 ",$0 ,"$120,443 ","$115,308 ","$5,135 ","$111,875 ","$867,485 ","$641,766 ","$225,719 ",$28 ,"$2,467,119 "
North Dakota,2014,"$7,204,874 ","$815,847 ","$6,389,027 ","$2,075,126 ","$1,523,299 ","$551,827 ","$9,220 ","$3,621 ","$51,047 ","$228,022 ","$1,159 ","$49,347 ","$31,262 ","$178,149 ","$256,815 ","$1,694 ",$0 ,"$126,564 ","$121,275 ","$5,289 ","$128,557 ","$748,966 ","$498,528 ","$250,438 ",$15 ,"$3,308,105 "
North Dakota,2015,"$6,959,163 ","$908,388 ","$6,050,775 ","$2,207,616 ","$1,634,612 ","$573,004 ","$9,485 ","$3,626 ","$58,008 ","$232,296 ","$1,366 ","$55,020 ","$32,518 ","$180,685 ","$257,826 ","$1,587 ",$0 ,"$129,916 ","$124,587 ","$5,329 ","$126,323 ","$722,170 ","$536,131 ","$186,039 ",$0 ,"$2,863,163 "
North Dakota,2016,"$5,015,182 ","$979,523 ","$4,035,659 ","$1,786,654 ","$1,282,114 ","$504,540 ","$9,026 ","$3,406 ","$65,113 ","$196,837 ","$1,568 ","$55,931 ","$30,757 ","$141,902 ","$232,339 ","$1,676 ",$0 ,"$126,061 ","$121,835 ","$4,226 ","$104,602 ","$454,194 ","$351,125 ","$103,069 ",$17 ,"$1,562,455 "
North Dakota,2017,"$5,033,003 ","$1,249,091 ","$3,783,912 ","$1,616,278 ","$1,114,636 ","$501,642 ","$8,872 ","$3,161 ","$63,558 ","$189,718 ","$1,730 ","$58,921 ","$28,977 ","$146,705 ","$240,339 ","$1,729 ",$0 ,"$127,211 ","$123,110 ","$4,101 ","$111,399 ","$380,378 ","$319,507 ","$60,871 ",$7 ,"$1,546,910 "
Ohio,1994,"$24,473,230 ","$6,978,179 ","$17,495,051 ","$7,952,674 ","$5,214,783 ","$2,737,891 ","$80,676 ",$0 ,"$325,865 ","$1,242,480 ","$14,089 ","$665,356 ","$287,059 ","$122,366 ","$1,228,973 ","$24,680 ","$310,468 ","$619,650 ","$592,225 ","$27,425 ","$274,175 ","$7,968,879 ","$7,316,336 ","$652,543 ","$86,498 ","$258,027 "
Ohio,1995,"$26,821,805 ","$7,724,093 ","$19,097,712 ","$8,411,898 ","$5,606,380 ","$2,805,518 ","$79,565 ",$0 ,"$324,689 ","$1,251,920 ","$13,788 ","$735,889 ","$293,074 ","$106,593 ","$1,438,278 ","$37,479 ","$403,609 ","$625,335 ","$588,981 ","$36,354 ","$371,855 ","$8,876,624 ","$8,163,372 ","$713,252 ","$83,362 ","$287,550 "
